energy=-5
social=-5
fun=-10
#Frames
0;50;0;-2;data/sfx/flee1.wav;
1;50;0;-2;;
2;50;0;-2;;
3;50;0;-2;;
4;50;0;-2;;
5;50;0;-2;;
6;50;0;-2;;
7;50;0;-2;;
8;50;0;-2;;
9;50;0;-2;;
0;50;0;-2;;
1;50;0;-2;;
2;50;0;-2;;
3;50;0;-2;;
4;50;0;-2;;
5;50;0;-2;;
6;50;0;-2;;
7;50;0;-2;;
8;50;0;-2;;
9;50;0;-2;;
0;50;0;-2;;
1;50;0;-2;;
2;50;0;-2;;
3;50;0;-2;;
4;50;0;-2;;
5;50;0;-2;;
6;50;0;-2;;
7;50;0;-2;;
8;50;0;-2;;
9;50;0;-2;;
0;50;0;-2;;
1;50;0;-2;;
2;50;0;-2;;
3;50;0;-2;;
4;50;0;-2;;
5;50;0;-2;;
6;50;0;-2;;
7;50;0;-2;;
8;50;0;-2;;
9;50;0;-2;;
0;50;0;-2;;
1;50;0;-2;;
2;50;0;-2;;
3;50;0;-2;;
4;50;0;-2;;
5;50;0;-2;;
6;50;0;-2;;
7;50;0;-2;;
8;50;0;-2;;
9;50;0;-2;;
0;50;0;-2;;
1;50;0;-2;;
2;50;0;-2;;
3;50;0;-2;;
4;50;0;-2;;
5;50;0;-2;;
6;50;0;-2;;
7;50;0;-2;;
8;50;0;-2;;
9;50;0;-2;;
0;50;0;-2;;
1;50;0;-2;;
2;50;0;-2;;
3;50;0;-2;;
4;50;0;-2;;
5;50;0;-2;;
6;50;0;-2;;
7;50;0;-2;;
8;50;0;-2;;
9;50;0;-2;;
0;50;0;-2;;
1;50;0;-2;;
2;50;0;-2;;
3;50;0;-2;;
4;50;0;-2;;
5;50;0;-2;;
6;50;0;-2;;
7;50;0;-2;;
8;50;0;-2;;
9;50;0;-2;;
0;50;0;-2;;
1;50;0;-2;;
2;50;0;-2;;
3;50;0;-2;;
4;50;0;-2;;
5;50;0;-2;;
6;50;0;-2;;
7;50;0;-2;;
8;50;0;-2;;
9;50;0;-2;;
0;50;0;-2;;
1;50;0;-2;;
2;50;0;-2;;
3;50;0;-2;;
4;50;0;-2;;
5;50;0;-2;;
6;50;0;-2;;
7;50;0;-2;;
8;50;0;-2;;
9;50;0;-2;;
0;50;0;-2;;
1;50;0;-2;;
2;50;0;-2;;
3;50;0;-2;;
4;50;0;-2;;
5;50;0;-2;;
6;50;0;-2;;
7;50;0;-2;;
8;50;0;-2;;
9;50;0;-2;;
