title=Wrap a gift
category=Fun
energy=-5
fun=24
hunger=1
social=-2
hygiene=-3
oneShot
#Frames
0;75;0;0;0;0;
1;75;0;0;0;0;
2;75;0;0;0;0;
3;75;0;0;0;0;
4;75;0;0;0;0;
5;75;0;0;0;0;
6;75;0;0;0;0;
7;75;0;0;0;0;
8;75;0;0;0;0;
9;75;0;0;0;0;
10;75;0;0;0;0;
11;75;0;0;0;0;
12;75;0;0;0;0;
13;75;0;0;0;0;
14;75;0;0;0;0;
15;75;0;0;0;0;
16;75;0;0;0;0;
17;75;0;0;0;0;
18;75;0;0;0;0;
19;75;0;0;0;0;
20;75;0;0;0;0;
21;75;0;0;0;0;
22;75;0;0;0;0;
23;75;0;0;0;0;
24;75;0;0;0;0;
25;75;0;0;0;0;
26;75;0;0;0;0;
27;75;0;0;0;0;
28;75;0;0;0;0;
29;75;0;0;0;0;
30;75;0;0;0;0;
31;75;0;0;0;0;
32;75;0;0;0;0;
33;75;0;0;0;0;
34;75;0;0;0;0;
35;75;0;0;0;0;
36;75;0;0;0;0;
37;75;0;0;0;0;
38;75;0;0;0;0;
39;75;0;0;0;0;
40;75;0;0;0;0;data/sfx/gift_squeeze.wav;
41;75;0;0;0;0;
42;75;0;0;0;0;
41;75;0;0;0;0;
42;75;0;0;0;0;
41;75;0;0;0;0;
42;75;0;0;0;0;
41;75;0;0;0;0;
42;75;0;0;0;0;
43;75;0;0;0;0;
44;75;0;0;0;0;
45;75;0;0;0;0;
46;75;0;0;0;0;
47;75;0;0;0;0;
48;75;0;0;0;0;
49;75;0;0;0;0;
50;2000;0;0;0;0;
51;75;0;0;0;0;data/sfx/gift_rustle1.wav;
52;75;0;0;0;0;
51;75;0;0;0;0;
52;75;0;0;0;0;
51;75;0;0;0;0;
52;75;0;0;0;0;
53;1000;0;0;0;0;
51;75;0;0;0;0;data/sfx/gift_rustle2.wav;
52;75;0;0;0;0;
51;75;0;0;0;0;
52;75;0;0;0;0;
53;2000;0;0;0;0;
54;75;0;0;0;0;
55;75;0;0;0;0;
56;75;0;0;0;0;
57;75;0;0;0;0;
58;75;0;0;0;0;
59;1500;0;0;0;0;
60;75;0;0;0;0;
59;75;0;0;0;0;
60;75;0;0;0;0;
59;75;0;0;0;0;
60;75;0;0;0;0;
59;1000;0;0;0;0;
61;75;0;0;0;0;data/sfx/gift_break.wav;
62;75;0;0;0;0;
63;75;0;0;0;0;
62;75;0;0;0;0;
63;75;0;0;0;0;
62;75;0;0;0;0;
63;75;0;0;0;0;
62;75;0;0;0;0;
63;75;0;0;0;0;
64;75;0;0;0;0;
65;75;0;0;0;0;
66;75;0;0;0;0;
67;2000;0;0;0;0;
