energy=-5
fun=-5
#Frames
0;75;0;0;data/sfx/falling.wav;
1;75;0;0;;
2;75;0;0;;
3;75;0;0;;
4;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
