health=-15
energy=-5
fun=-5
hygiene=-5
oneShot
doNotDisturb
#Frames
0;75;0;0;data/sfx/dropped.wav;
1;75;0;0;;
2;75;0;0;;
3;75;0;0;;
4;75;0;0;;
5;75;0;0;;
6;75;0;0;;
3;75;0;0;;label stars
4;75;0;0;;
5;75;0;0;;
6;75;0;0;;if @6 > 1 goto stars
7;75;0;0;;
8;500;0;0;;
9;75;0;0;;
8;75;0;0;;
9;75;0;0;;
8;1000;0;0;;
10;100;0;0;;
11;90;0;0;;
12;80;0;0;;
13;75;0;0;;
14;75;0;0;;
15;75;0;0;;
16;75;0;0;;
17;75;0;0;;
18;1000;0;0;;
19;250;0;0;;
18;200;0;0;;
19;175;0;0;;
18;150;0;0;;
19;150;0;0;;
18;500;0;0;;
19;100;0;0;;
20;90;0;0;;
21;75;0;0;;
22;75;0;0;;
23;75;0;0;;
24;75;0;0;;
25;75;0;0;;
26;75;0;0;;
27;75;0;0;;
28;75;0;0;;
29;75;0;0;;
30;75;0;0;;
31;75;0;0;;
32;75;0;0;;
33;75;0;0;;
34;75;0;0;;
