title=Pull the hat down
social=-3
fun=1
oneShot
#Frames
0;75;0;0;0;0;
1;75;0;0;0;0;
2;75;0;0;0;0;
3;75;0;0;0;0;
4;75;0;0;0;0;
5;75;0;0;0;0;
6;75;0;0;0;0;
7;75;0;0;0;0;
8;75;0;0;0;0;
9;75;0;0;0;0;
10;125;0;0;0;0;
11;400;0;0;0;0;
12;75;0;0;0;0;
13;75;0;0;0;0;
14;75;0;0;0;0;
15;75;0;0;0;0;
16;750;0;0;0;0;
17;125;0;0;0;0;
18;750;0;0;0;0;
17;125;0;0;0;0;
16;750;0;0;0;0;
15;75;0;0;0;0;
14;75;0;0;0;0;
13;75;0;0;0;0;
12;75;0;0;0;0;
11;75;0;0;0;0;
10;75;0;0;0;0;
9;75;0;0;0;0;
8;75;0;0;0;0;
7;75;0;0;0;0;
6;75;0;0;0;0;
5;75;0;0;0;0;
4;75;0;0;0;0;
3;75;0;0;0;0;
2;75;0;0;0;0;
1;75;0;0;0;0;
0;75;0;0;0;0;
