title=Spin the yoyo
energy=-1
fun=5
hunger=2
social=-2
oneShot
#Frames
0;75;0;0;0;0;
1;75;0;0;0;0;
2;75;0;0;0;0;
3;75;0;0;0;0;
4;75;0;0;0;0;
5;250;0;0;0;0;
6;75;0;0;0;0;
7;75;0;0;0;0;
8;75;0;0;0;0;
9;50;0;0;0;0;
10;50;0;0;0;0;
11;50;0;0;0;0;
12;50;0;0;0;0;
13;50;0;0;0;0;
14;200;0;0;0;0;data/sfx/yoyo_spin.wav;
13;50;0;0;0;0;
12;50;0;0;0;0;
11;50;0;0;0;0;
10;75;0;0;0;0;
5;500;0;0;0;0;
6;75;0;0;0;0;
7;75;0;0;0;0;
8;75;0;0;0;0;
9;50;0;0;0;0;
10;50;0;0;0;0;
11;50;0;0;0;0;
12;50;0;0;0;0;
13;50;0;0;0;0;
14;200;0;0;0;0;data/sfx/yoyo_spin.wav;
13;50;0;0;0;0;
12;50;0;0;0;0;
11;50;0;0;0;0;
10;75;0;0;0;0;
5;75;0;0;0;0;
6;75;0;0;0;0;
7;75;0;0;0;0;
8;75;0;0;0;0;
9;50;0;0;0;0;
10;50;0;0;0;0;
11;50;0;0;0;0;
12;50;0;0;0;0;
13;50;0;0;0;0;
14;200;0;0;0;0;data/sfx/yoyo_spin.wav;
13;50;0;0;0;0;
12;50;0;0;0;0;
11;50;0;0;0;0;
10;50;0;0;0;0;
5;750;0;0;0;0;
6;75;0;0;0;0;
7;75;0;0;0;0;
8;75;0;0;0;0;
9;50;0;0;0;0;
10;50;0;0;0;0;
11;50;0;0;0;0;
12;50;0;0;0;0;
13;50;0;0;0;0;
14;200;0;0;0;0;data/sfx/yoyo_spin.wav;
13;50;0;0;0;0;
12;50;0;0;0;0;
11;50;0;0;0;0;
10;50;0;0;0;0;
5;750;0;0;0;0;
6;75;0;0;0;0;
7;75;0;0;0;0;
8;75;0;0;0;0;
9;50;0;0;0;0;
10;50;0;0;0;0;
11;50;0;0;0;0;
12;50;0;0;0;0;
13;50;0;0;0;0;
14;200;0;0;0;0;data/sfx/yoyo_spin.wav;
13;50;0;0;0;0;
12;50;0;0;0;0;
11;50;0;0;0;0;
10;75;0;0;0;0;
5;75;0;0;0;0;
6;75;0;0;0;0;
7;75;0;0;0;0;
8;75;0;0;0;0;
9;50;0;0;0;0;
10;50;0;0;0;0;
11;50;0;0;0;0;
12;50;0;0;0;0;
13;50;0;0;0;0;
14;200;0;0;0;0;data/sfx/yoyo_spin.wav;
13;50;0;0;0;0;
12;50;0;0;0;0;
11;50;0;0;0;0;
10;50;0;0;0;0;
5;500;0;0;0;0;
4;75;0;0;0;0;
3;75;0;0;0;0;
2;75;0;0;0;0;
1;75;0;0;0;0;
0;75;0;0;0;0;
