title=Zap!
health=-40
energy=-10
fun=-40
bladder=20
oneShot
#Frames
0;30;0;0;0;0;data/sfx/lightning.wav;
1;30;0;0;0;0;
0;30;0;0;0;0;
1;30;0;0;0;0;
0;30;0;0;0;0;
1;30;0;0;0;0;
0;30;0;0;0;0;
1;30;0;0;0;0;
0;30;0;0;0;0;
1;30;0;0;0;0;
0;30;0;0;0;0;
1;30;0;0;0;0;
2;1500;0;0;0;0;
3;50;0;0;0;0;
2;75;0;0;0;0;
3;50;0;0;0;0;
2;2000;0;0;0;0;
4;75;0;0;0;0;
5;75;0;0;0;0;
6;75;0;0;0;0;
7;75;0;0;0;0;
8;75;0;0;0;0;
9;75;0;0;0;0;
10;75;0;0;0;0;
11;75;0;0;0;0;
12;75;0;0;0;0;
13;75;0;0;0;0;
14;75;0;0;0;0;
15;2000;0;0;0;0;
16;75;0;0;0;0;
17;75;0;0;0;0;
18;75;0;0;0;0;
19;75;0;0;0;0;
20;75;0;0;0;0;
21;75;0;0;0;0;
22;75;0;0;0;0;
23;75;0;0;0;0;
24;75;0;0;0;0;
25;75;0;0;0;0;
26;75;0;0;0;0;
27;75;0;0;0;0;
28;75;0;0;0;0;
29;75;0;0;0;0;
30;500;0;0;0;0;
31;100;0;0;0;0;
32;100;0;0;0;0;
