title=Number two
category=Bladder
fun=-8
social=-5
hygiene=-80
oneShot
doNotDisturb
#Frames
0;75;5;0;data/sfx/door_open.wav;
1;75;0;0;;
2;75;0;0;;
3;75;0;0;;
4;75;0;0;;
5;75;0;0;;
6;75;0;0;;
7;75;0;0;;
8;75;0;0;;
9;75;0;0;;
10;75;0;0;;
11;75;0;0;;
12;75;0;0;;
13;75;0;0;;
14;75;0;0;;
15;75;0;0;;
16;75;0;0;;
17;75;0;0;;
18;75;0;0;;
19;75;0;0;;
20;75;0;0;;
21;75;0;0;;
22;75;0;0;;
23;75;0;0;;
24;75;0;0;;
25;75;0;0;;
26;75;0;0;data/sfx/door_close.wav;
27;75;0;0;;
28;75;0;0;;
29;75;0;0;;
30;7000;0;0;;
30;500;0;0;data/sfx/poopy_time.wav;
30;1100;0;0;;stat bladder -= 5
30;1100;0;0;;stat bladder -= 6
30;1200;0;0;;stat bladder -= 7
30;200;0;0;;stat bladder -= 2
30;200;0;0;;stat bladder -= 2
30;1700;0;0;;stat bladder -= 10
30;1000;0;0;;stat bladder -= 50
29;75;0;0;data/sfx/door_open.wav;
28;75;0;0;;
31;75;0;0;;
32;1000;0;0;;
33;75;0;0;data/sfx/flies2.wav;
34;75;0;0;;
35;75;0;0;;
36;75;0;0;;
37;75;0;0;;
38;75;0;0;;
39;75;0;0;;
40;75;0;0;;
41;75;0;0;;
42;75;0;0;;
43;75;0;0;;
44;75;0;0;;
45;75;0;0;;
46;75;0;0;;
47;75;0;0;;
48;75;0;0;;
32;2000;0;0;;
49;100;0;0;;
50;100;0;0;;
51;100;0;0;;
52;100;0;0;;
53;200;0;0;data/sfx/ground_drop.wav;
54;750;0;0;;
55;75;0;0;data/sfx/cough.wav;
54;75;0;0;;
55;125;0;0;;
54;75;0;0;;
55;250;0;0;;
54;1000;0;0;;
56;125;0;0;;
57;100;0;0;;
58;75;0;0;;
59;75;0;0;;
60;75;0;0;;
