title=Patch up
category=Health
health=100
fun=-5
hygiene=-5
oneShot
allowFlip
#Frames
0;75;0;0;data/sfx/bandage.wav;
1;75;0;0;;
2;75;0;0;;
3;75;0;0;;
4;75;0;0;;
5;75;0;0;;
6;75;0;0;;
7;75;0;0;;
8;75;0;0;;
9;75;0;0;;
10;75;0;0;;
11;75;0;0;;
12;75;0;0;;
13;75;0;0;;
14;75;0;0;;
15;75;0;0;;
16;75;0;0;;
17;75;0;0;;
18;75;0;0;;
19;75;0;0;;
20;75;0;0;;
21;75;0;0;;
22;75;0;0;;
23;75;0;0;;
24;75;0;0;;
25;75;0;0;;
26;75;0;0;;
27;75;0;0;;
28;75;0;0;;
29;75;0;0;;
30;1200;0;0;;
31;75;0;0;;
30;75;0;0;;
31;75;0;0;;
30;2000;0;0;;
31;75;0;0;;
32;75;0;0;data/sfx/break_bandage.wav;
33;200;0;0;;
32;150;0;0;;
33;250;0;0;;
32;150;0;0;;
33;400;0;0;;
34;75;0;0;;
35;75;0;0;;
36;75;0;0;;
37;3000;0;0;;
