title=Umbrella
fun=-15
hygiene=20
bladder=2
allowFlip
oneShot
doNotDisturb
#Frames
0;75;0;0;0;0;
1;75;0;0;0;0;
2;75;0;0;0;0;
3;75;0;0;0;0;
4;75;0;0;0;0;
5;75;0;0;0;0;
6;75;0;0;0;0;
7;75;0;0;0;0;
8;75;0;0;0;0;
9;100;0;0;0;0;
10;150;0;0;0;0;
11;500;0;0;0;0;
12;750;0;0;0;0;
13;75;0;0;0;0;
12;750;0;0;0;0;
13;500;0;0;0;0;
12;750;0;0;0;0;
14;75;0;0;0;0;
15;750;0;0;0;0;data/sfx/umbrella01.wav;
16;100;0;0;0;0;
17;100;0;0;0;0;
18;100;0;0;0;0;
19;100;0;0;0;0;
20;100;0;0;0;0;
21;15000;0;0;0;0;
20;100;0;0;0;0;
19;100;0;0;0;0;
18;100;0;0;0;0;
17;100;0;0;0;0;
16;100;0;0;0;0;
15;100;0;0;0;0;data/sfx/umbrella02.wav;
22;100;0;0;0;0;
23;100;0;0;0;0;
24;100;0;0;0;0;
25;100;0;0;0;0;
26;100;0;0;0;0;
27;75;0;0;0;0;
28;75;0;0;0;0;
29;75;0;0;0;0;
30;75;0;0;0;0;
27;75;0;0;0;0;
28;75;0;0;0;0;
29;75;0;0;0;0;
30;75;0;0;0;0;
27;75;0;0;0;0;
28;75;0;0;0;0;
29;75;0;0;0;0;
30;75;0;0;0;0;
10;100;0;0;0;0;
9;75;0;0;0;0;
8;75;0;0;0;0;
7;75;0;0;0;0;
6;75;0;0;0;0;
5;75;0;0;0;0;
4;75;0;0;0;0;
3;75;0;0;0;0;
2;75;0;0;0;0;
1;75;0;0;0;0;
0;75;0;0;0;0;
