title=Teleport
category=Movement
energy=-5
fun=-5
hunger=1
oneShot
#Frames
0;60;0;0;0;0;0;
1;60;0;0;0;0;0;
2;60;0;0;0;0;0;
3;60;0;0;0;0;0;
4;60;0;0;0;0;0;
5;60;0;0;0;0;0;
6;60;0;0;0;0;0;
7;60;0;0;0;0;0;
8;60;0;0;0;0;0;
9;60;0;0;0;0;0;
10;60;0;0;0;0;0;
11;60;0;0;0;0;0;
12;60;0;0;0;0;0;
13;60;0;0;0;0;0;
14;60;0;0;0;0;0;
15;60;0;0;0;0;0;
16;60;0;0;0;0;0;
17;60;0;0;0;0;0;
18;60;0;0;0;0;0;
19;60;0;0;0;0;0;
20;60;0;0;0;0;0;
21;60;0;0;0;0;0;
22;60;0;0;0;0;0;
23;60;0;0;0;0;0;
24;60;0;0;0;0;0;
25;60;0;0;0;0;0;
26;60;0;0;0;0;0;
27;60;0;0;0;0;0;
28;60;0;0;0;0;0;
29;60;0;0;0;0;0;
30;60;0;0;0;0;0;
31;60;0;0;0;0;0;
32;60;0;0;0;0;0;
33;60;0;0;0;0;0;
34;60;0;0;0;0;0;
35;60;0;0;0;0;0;
36;1000;5;0;0;0;0;
37;50;0;0;0;0;0;
38;50;0;0;0;0;0;
37;50;0;0;0;0;0;
38;50;0;0;0;0;0;
37;50;0;0;0;0;0;
38;50;0;0;0;0;0;
37;50;0;0;0;0;0;
38;50;0;0;0;0;0;
37;50;0;0;0;0;0;
38;50;0;0;0;0;0;
37;50;0;0;0;0;0;
38;50;0;0;0;0;0;
37;50;0;0;0;0;0;
38;50;0;0;0;0;0;
39;60;0;0;0;0;0;
40;60;0;0;0;0;0;
41;60;0;0;0;0;0;
42;60;0;0;0;0;0;
43;60;0;0;0;0;0;
44;60;0;0;0;0;0;
45;60;0;0;0;0;0;
46;60;0;0;0;0;0;
47;60;0;0;0;0;0;
48;60;0;0;0;0;0;
49;60;0;0;0;0;0;
50;60;0;0;0;0;0;
51;60;0;0;0;0;0;
52;60;0;0;0;0;0;
53;60;0;0;0;0;0;
54;60;0;0;0;0;0;
55;60;0;0;0;0;0;
56;60;0;0;0;0;0;
57;60;0;0;0;0;0;
58;60;0;0;0;0;0;
59;60;0;0;0;0;0;
60;60;0;0;0;0;0;
61;60;0;0;0;0;0;
62;60;0;0;0;0;0;
63;60;0;0;0;0;0;
64;60;rand;rand;0;0;0;
65;60;0;0;0;0;0;
66;60;0;0;0;0;0;
67;60;0;0;0;0;0;
68;60;0;0;0;0;0;
69;60;0;0;0;0;0;
70;60;0;0;0;0;0;
71;60;0;0;0;0;0;
72;60;0;0;0;0;0;
73;60;0;0;0;0;0;
74;60;0;0;0;0;0;
75;60;0;0;0;0;0;
76;60;0;0;0;0;0;
77;60;0;0;0;0;0;
78;60;0;0;0;0;0;
79;60;0;0;0;0;0;
80;60;0;0;0;0;0;
81;1000;0;0;0;0;0;
82;60;0;0;0;0;0;
81;60;0;0;0;0;0;
82;60;0;0;0;0;0;
81;1000;0;0;0;0;0;
80;50;0;0;0;0;0;
81;50;0;0;0;0;0;
80;50;0;0;0;0;0;
81;50;0;0;0;0;0;
83;50;0;0;0;0;0;
84;50;0;0;0;0;0;
83;50;0;0;0;0;0;
84;1000;0;0;0;0;0;
