title=Unzip the desktop
category=Movement
coins=10
fun=2
hunger=1
oneShot
allowFlip
doNotDisturb
#Frames
0;75;5;0;;
1;75;0;0;;
2;75;0;0;;
3;75;0;0;;
4;75;0;0;data/sfx/zipper_down.wav;
5;75;0;0;;
6;75;0;0;;
7;75;0;0;;
8;75;0;0;;
9;75;0;0;;
10;75;0;0;;
11;75;0;0;;
12;75;0;0;;
13;75;0;0;;
14;75;0;0;;
15;75;0;0;;
16;75;0;0;;
17;75;0;0;;
18;75;0;0;;
19;75;0;0;;
20;75;0;0;;
21;75;0;0;;
22;75;0;0;;
23;75;0;0;;
24;75;0;0;;
25;75;0;0;;
26;75;0;0;;
27;75;0;0;;
28;75;0;0;;
29;75;0;0;;
30;75;0;0;;
31;1200;0;0;;
32;75;0;0;data/sfx/zipper_up.wav;
33;75;0;0;;
34;75;0;0;;
35;75;0;0;;
36;75;0;0;;
37;75;0;0;;
38;75;0;0;;
39;75;0;0;;
40;75;0;0;;
41;800;0;0;;
42;75;0;0;;
43;75;0;0;;
44;75;0;0;;
45;1000;rand;rand;;
44;75;0;0;;
43;75;0;0;;
42;75;0;0;;
41;75;0;0;;
40;75;0;0;data/sfx/zipper_down.wav;
39;75;0;0;;
38;75;0;0;;
37;75;0;0;;
36;75;0;0;;
35;75;0;0;;
34;75;0;0;;
33;75;0;0;;
32;75;0;0;;
31;800;0;0;;
46;75;0;0;;
47;75;0;0;;
48;75;0;0;;
49;75;0;0;;
50;75;0;0;;
51;75;0;0;;
52;75;0;0;;
53;75;0;0;;
54;75;0;0;;
55;75;0;0;;
56;75;0;0;;
57;75;0;0;;
58;75;0;0;;
59;75;0;0;;
60;75;0;0;;
61;75;0;0;;
62;75;0;0;;
63;75;0;0;;
64;75;0;0;;
65;75;0;0;;
66;75;0;0;;
67;75;0;0;;
68;75;0;0;;
69;75;0;0;data/sfx/zipper_up.wav;
70;75;0;0;;
71;75;0;0;;
72;75;0;0;;
73;75;0;0;;
74;75;0;0;;
75;75;0;0;;
76;75;0;0;;
77;75;0;0;;
78;1500;0;0;;
79;50;0;0;;
78;75;0;0;;
79;50;0;0;;
78;500;0;0;;
80;75;0;0;;
81;75;0;0;;
82;75;0;0;;
