title=Plllrt!
category=Social
energy=-2
fun=5
social=22
oneShot
#Frames
0;75;0;0;0;0;
1;75;0;0;0;0;
2;75;0;0;0;0;
3;75;0;0;0;0;
4;75;0;0;0;0;
5;75;0;0;0;0;
6;75;0;0;0;0;
7;75;0;0;0;0;data/sfx/plllrt.wav;
8;30;0;0;0;0;
9;30;0;0;0;0;
10;30;0;0;0;0;
11;30;0;0;0;0;
12;30;0;0;0;0;
13;30;0;0;0;0;
14;30;0;0;0;0;
15;30;0;0;0;0;
7;30;0;0;0;0;
8;30;0;0;0;0;
9;30;0;0;0;0;
10;30;0;0;0;0;
11;30;0;0;0;0;
12;30;0;0;0;0;
13;30;0;0;0;0;
14;30;0;0;0;0;
15;30;0;0;0;0;
7;30;0;0;0;0;
8;30;0;0;0;0;
9;30;0;0;0;0;
10;30;0;0;0;0;
11;30;0;0;0;0;
12;30;0;0;0;0;
13;30;0;0;0;0;
14;30;0;0;0;0;
15;30;0;0;0;0;
7;30;0;0;0;0;
8;30;0;0;0;0;
9;30;0;0;0;0;
10;30;0;0;0;0;
11;30;0;0;0;0;
12;30;0;0;0;0;
13;30;0;0;0;0;
14;30;0;0;0;0;
15;30;0;0;0;0;
7;30;0;0;0;0;
8;30;0;0;0;0;
9;30;0;0;0;0;
10;30;0;0;0;0;
11;30;0;0;0;0;
12;30;0;0;0;0;
13;30;0;0;0;0;
14;30;0;0;0;0;
15;30;0;0;0;0;
7;30;0;0;0;0;
8;30;0;0;0;0;
9;30;0;0;0;0;
10;30;0;0;0;0;
11;30;0;0;0;0;
12;30;0;0;0;0;
13;30;0;0;0;0;
14;30;0;0;0;0;
15;30;0;0;0;0;
7;30;0;0;0;0;
8;30;0;0;0;0;
9;30;0;0;0;0;
10;30;0;0;0;0;
11;30;0;0;0;0;
12;30;0;0;0;0;
13;30;0;0;0;0;
14;30;0;0;0;0;
15;30;0;0;0;0;
7;30;0;0;0;0;
8;30;0;0;0;0;
9;30;0;0;0;0;
10;30;0;0;0;0;
11;30;0;0;0;0;
12;30;0;0;0;0;
13;30;0;0;0;0;
14;30;0;0;0;0;
15;30;0;0;0;0;
7;75;0;0;0;0;
6;75;0;0;0;0;
5;75;0;0;0;0;
4;75;0;0;0;0;
3;75;0;0;0;0;
2;75;0;0;0;0;
1;75;0;0;0;0;
0;75;0;0;0;0;
