title=Wash hands
category=Hygiene
fun=-10
oneShot
doNotDisturb
allowFlip
#Frames
0;75;0;0;;
1;75;0;0;;
2;75;0;0;;
3;75;0;0;;
4;75;0;0;;
5;75;0;0;;
6;100;0;0;;
7;250;0;0;;
8;250;0;0;data/sfx/wash_hands_begin.wav;
9;100;0;0;;
10;100;0;0;;
11;75;0;0;;
12;75;0;0;;
13;75;0;0;;
14;100;0;0;;
15;75;0;0;;
16;50;0;0;;
17;75;0;0;;
18;100;0;0;;
19;100;0;0;;
20;100;0;0;;
21;50;0;0;;if hygiene >= 98 goto end
10;50;0;0;data/sfx/wash_hands.wav;label wash
11;75;0;0;;stat hygiene += 10
12;100;0;0;;
13;75;0;0;;
14;75;0;0;;
15;50;0;0;;
16;50;0;0;;
17;75;0;0;;
18;75;0;0;;
19;100;0;0;;
20;100;0;0;;
21;75;0;0;;
10;50;0;0;;
11;75;0;0;;
12;100;0;0;;
13;75;0;0;;
14;75;0;0;;
15;50;0;0;;
16;50;0;0;;
17;75;0;0;;
18;75;0;0;;
19;100;0;0;;
20;100;0;0;;
21;75;0;0;;if hygiene < 98 goto wash
9;100;0;0;data/sfx/wash_hands_end.wav;label end
8;250;0;0;;
7;250;0;0;;
6;100;0;0;;
5;75;0;0;;
4;75;0;0;;
3;75;0;0;;
2;75;0;0;;
1;75;0;0;;
0;75;0;0;;
