fun=-75
energy=-30
oneShot
doNotDisturb
#Frames
0;150;0;0;data/sfx/sad01.wav;
1;150;0;0;;
2;150;0;0;;
3;2000;0;0;;
4;150;0;0;;
5;100;0;0;;
6;100;0;0;;
7;100;0;0;;
8;120;0;0;;
9;500;0;0;;
10;50;0;0;data/sfx/sad02.wav;
11;50;0;0;;
9;150;0;0;;
10;50;0;0;data/sfx/sad04.wav;
11;50;0;0;;
9;1500;0;0;;
10;50;0;0;data/sfx/sad03.wav;
11;50;0;0;;
9;150;0;0;;
10;50;0;0;data/sfx/sad02.wav;
11;50;0;0;;
9;2200;0;0;;
12;75;0;0;;
13;75;0;0;;
14;75;0;0;;
13;75;0;0;;
14;2500;0;0;;
15;50;0;0;data/sfx/sad04.wav;
16;50;0;0;;
14;150;0;0;;
15;50;0;0;data/sfx/sad02.wav;
16;50;0;0;;
14;150;0;0;;
14;750;0;0;;
15;50;0;0;data/sfx/sad03.wav;
16;50;0;0;;
14;500;0;0;;
15;50;0;0;data/sfx/sad04.wav;
16;50;0;0;;
14;150;0;0;;
15;50;0;0;data/sfx/sad02.wav;
16;50;0;0;;
14;3000;0;0;;
15;50;0;0;data/sfx/sad03.wav;
16;50;0;0;;
14;1100;0;0;;
17;2100;0;0;;
18;100;0;0;;
19;100;0;0;;
20;100;0;0;;
21;100;0;0;;
22;100;0;0;;
23;100;0;0;;
24;100;0;0;;
25;100;0;0;;
26;100;0;0;;
27;100;0;0;;
28;100;0;0;;
29;100;0;0;;
30;100;0;0;;
31;3500;0;0;;
32;100;0;0;;
33;100;0;0;;
34;100;0;0;;
35;5000;rand;rand;;
36;75;0;0;;
37;75;0;0;;
38;75;0;0;;
39;75;0;0;;
40;75;0;0;;
41;75;0;0;;
42;75;0;0;;
43;75;0;0;;
44;75;0;0;;
45;75;0;0;;
46;75;0;0;;
47;75;0;0;;
48;75;0;0;;
49;75;0;0;;
50;75;0;0;;
51;75;0;0;;
52;75;0;0;;
53;75;0;0;;
54;75;0;0;;
