oneShot
allowFlip
#Frames
0;75;0;0;;
1;75;0;0;;if toilet =< 0 and @3 = 1 behav _too_late else if toilet < 5 think "I'm gonna poop my pants!" else if toilet < 15 "I almost can't hold it!" else if toilet < 25 think "I really should go to the bathroom!" else if toilet < 35 think "Maybe I should go to the bathroom."
2;75;0;0;;
3;75;0;0;;
4;75;0;0;;
5;75;0;0;;
6;75;0;0;data/sfx/toilet.wav;
7;75;0;0;;
6;75;0;0;;
8;75;0;0;;
6;75;0;0;;
7;75;0;0;;
6;75;0;0;;
8;75;0;0;;
6;75;0;0;;
7;75;0;0;;
6;75;0;0;;
8;75;0;0;;
6;75;0;0;;
7;75;0;0;;
6;75;0;0;;
8;75;0;0;;
6;75;0;0;;
7;75;0;0;;
6;75;0;0;;
8;75;0;0;;
6;75;0;0;;
7;75;0;0;;
6;75;0;0;;
8;75;0;0;;
6;75;0;0;;
7;75;0;0;;
6;75;0;0;;
8;75;0;0;;
6;75;0;0;;
5;75;0;0;;
4;75;0;0;;
3;75;0;0;;
2;75;0;0;;
1;75;0;0;;
0;75;0;0;;
