title=Relieve yourself
category=Bladder
bladder=-100
fun=-8
social=-5
hygiene=-80
oneShot
doNotDisturb
allowFlip
#Frames
0;75;0;0;0;0;
1;75;0;0;0;0;
2;75;0;0;0;0;
3;300;0;0;0;0;data/sfx/zipper_down.wav;
4;500;0;0;0;0;
5;75;0;0;0;0;
6;75;0;0;0;0;
7;75;0;0;0;0;
8;100;0;0;0;0;
9;125;0;0;0;0;
10;100;0;0;0;0;
11;100;0;0;0;0;
12;50;0;0;0;0;
13;50;0;0;0;0;
14;50;0;0;0;0;data/sfx/weewee.wav;
15;50;0;0;0;0;
16;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
19;50;0;0;0;0;
20;50;0;0;0;0;
21;50;0;0;0;0;
22;50;0;0;0;0;
23;50;0;0;0;0;
34;50;0;0;0;0;
35;50;0;0;0;0;
11;250;0;0;0;0;
12;50;0;0;0;0;
13;50;0;0;0;0;
14;50;0;0;0;0;
15;50;0;0;0;0;
16;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
19;50;0;0;0;0;
20;50;0;0;0;0;
21;50;0;0;0;0;
30;50;0;0;0;0;
31;50;0;0;0;0;
32;50;0;0;0;0;
33;50;0;0;0;0;
19;50;0;0;0;0;
20;50;0;0;0;0;
21;50;0;0;0;0;
30;50;0;0;0;0;
31;50;0;0;0;0;
32;50;0;0;0;0;
33;50;0;0;0;0;
19;50;0;0;0;0;
20;50;0;0;0;0;
21;50;0;0;0;0;
22;50;0;0;0;0;
23;50;0;0;0;0;
34;50;0;0;0;0;
35;50;0;0;0;0;
11;400;0;0;0;0;
12;50;0;0;0;0;
13;50;0;0;0;0;
14;50;0;0;0;0;
15;50;0;0;0;0;
16;50;0;0;0;0;
17;50;0;0;0;0;
18;50;0;0;0;0;
19;50;0;0;0;0;
20;50;0;0;0;0;
21;50;0;0;0;0;
22;50;0;0;0;0;
23;75;0;0;0;0;
24;100;0;0;0;0;
25;100;0;0;0;0;
26;100;0;0;0;0;
27;100;0;0;0;0;
28;100;0;0;0;0;
29;100;0;0;0;0;
4;500;0;0;0;0;data/sfx/zipper_up.wav;
3;1000;0;0;0;0;
2;75;0;0;0;0;
1;75;0;0;0;0;
0;75;0;0;0;0;
