title=Wave at me
energy=-2
fun=2
social=10
hunger=2
oneShot
#Frames
0;75;0;0;0;0;0;
1;75;0;0;0;0;0;
2;75;0;0;0;0;0;
3;75;0;0;0;0;0;
4;75;0;0;0;0;0;
5;75;0;0;0;0;0;
6;75;0;0;0;0;0;data/sfx/hello.wav;
7;75;0;0;0;0;0;
6;75;0;0;0;0;0;
8;75;0;0;0;0;0;
6;75;0;0;0;0;0;
7;75;0;0;0;0;0;
6;75;0;0;0;0;0;
8;75;0;0;0;0;0;
6;75;0;0;0;0;0;
7;75;0;0;0;0;0;
6;75;0;0;0;0;0;
8;75;0;0;0;0;0;
6;75;0;0;0;0;0;
7;75;0;0;0;0;0;
6;75;0;0;0;0;0;
8;75;0;0;0;0;0;
6;75;0;0;0;0;0;
7;75;0;0;0;0;0;
6;75;0;0;0;0;0;
8;75;0;0;0;0;0;
6;75;0;0;0;0;0;
5;75;0;0;0;0;0;
4;75;0;0;0;0;0;
3;75;0;0;0;0;0;
2;75;0;0;0;0;0;
1;75;0;0;0;0;0;
0;75;0;0;0;0;0;
