title=Too cool for school
category=Fun
social=5
fun=20
oneShot
allowFlip
#Frames
0;75;0;0;0;0;
1;75;0;0;0;0;
2;75;0;0;0;0;
3;75;0;0;0;0;
4;75;0;0;0;0;
5;75;0;0;0;0;
6;75;0;0;0;0;
7;75;0;0;0;0;
8;75;0;0;0;0;
9;75;0;0;0;0;
10;75;0;0;0;0;
11;75;0;0;0;0;
12;75;0;0;0;0;
13;75;0;0;0;0;
14;75;0;0;0;0;
15;500;0;0;0;0;
14;500;0;0;0;0;
15;500;0;0;0;0;
14;500;0;0;0;0;
15;500;0;0;0;0;
14;500;0;0;0;0;
15;500;0;0;0;0;
14;500;0;0;0;0;
15;500;0;0;0;0;
14;500;0;0;0;0;
15;500;0;0;0;0;
14;500;0;0;0;0;
15;500;0;0;0;0;
14;500;0;0;0;0;
15;500;0;0;0;0;
14;500;0;0;0;0;
15;500;0;0;0;0;
14;500;0;0;0;0;
15;500;0;0;0;0;
14;500;0;0;0;0;
15;500;0;0;0;0;
14;500;0;0;0;0;
15;500;0;0;0;0;
14;500;0;0;0;0;
15;500;0;0;0;0;
14;75;0;0;0;0;
13;75;0;0;0;0;
12;75;0;0;0;0;
11;75;0;0;0;0;
10;75;0;0;0;0;
9;75;0;0;0;0;
8;75;0;0;0;0;
7;75;0;0;0;0;
6;75;0;0;0;0;
5;75;0;0;0;0;
4;75;0;0;0;0;
3;75;0;0;0;0;
2;75;0;0;0;0;
1;75;0;0;0;0;
0;75;0;0;0;0;
