title=Snicker
fun=15
social=15
bladder=2
oneShot
allowFlip
#Frames
0;100;0;0;data/sfx/joking1.wav;
1;100;0;0;;
2;100;0;0;;
3;100;0;0;;
4;100;0;0;;
0;100;0;0;;
5;100;0;0;;
2;100;0;0;;
3;100;0;0;;
0;100;0;0;;
4;100;0;0;;
5;100;0;0;;
2;200;0;0;;
3;100;0;0;data/sfx/joking2.wav;
4;100;0;0;;
0;100;0;0;;
5;100;0;0;;
2;100;0;0;;
3;100;0;0;;
0;100;0;0;;
4;100;0;0;;
5;100;0;0;;
2;100;0;0;;
0;100;0;0;;
0;200;0;0;;
2;100;0;0;data/sfx/joking3.wav;
1;100;0;0;;
5;100;0;0;;
4;100;0;0;;
7;100;0;0;;
8;100;0;0;;
9;100;0;0;;
10;100;0;0;;
11;161;0;0;;
12;93;0;0;;
11;71;0;0;;
12;68;0;0;;
11;61;0;0;;
12;94;0;0;;
11;102;0;0;;
12;102;0;0;;
11;83;0;0;data/sfx/joking4.wav;
12;113;0;0;;
11;108;0;0;;
12;80;0;0;;
11;102;0;0;;
12;79;0;0;;
11;106;0;0;;
12;92;0;0;;
11;85;0;0;;
12;110;0;0;;
11;112;0;0;;
12;100;0;0;;
11;100;0;0;;
13;100;0;0;;
14;75;0;0;;
15;75;0;0;;
16;75;0;0;;
17;75;0;0;;
