health=-2
energy=-10
fun=-15
hygiene=5
allowFlip
#Frames
0;50;0;0;freeze.wav;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
0;50;0;0;;
1;50;0;0;;
