oneShot
doNotDisturb
fun=10
#Frames
0;75;0;0;;
1;75;0;0;;
2;500;0;0;;
3;50;0;0;;
4;50;0;0;;
5;75;0;0;;
6;50;0;0;;
7;50;0;0;;
8;50;0;0;;
9;75;0;0;bounce.wav;
10;50;0;0;;
11;50;0;0;;
2;500;0;0;;
3;50;0;0;;
4;50;0;0;;
5;75;0;0;;
6;50;0;0;;
7;50;0;0;;
8;50;0;0;;
9;75;0;0;bounce.wav;
10;50;0;0;;
11;50;0;0;;
2;75;0;0;;
3;50;0;0;;
4;50;0;0;;
5;75;0;0;;
6;50;0;0;;
7;50;0;0;;
8;50;0;0;;
9;75;0;0;bounce.wav;
10;50;0;0;;
11;50;0;0;;
12;75;0;0;;
13;75;0;0;;
14;75;0;0;;
15;75;0;0;;
16;75;0;0;;
17;75;0;0;;
18;500;0;0;;
19;100;0;0;;
20;75;0;0;;
21;50;0;0;;
22;50;0;0;;
23;50;0;0;;
24;50;0;0;;
25;50;0;0;;
26;50;0;0;;
27;50;0;0;;
28;50;0;0;;
29;50;0;0;;
30;75;0;0;;
31;75;0;0;;
32;50;0;0;;
33;50;0;0;;
34;50;0;0;;
35;50;0;0;;
36;50;0;0;;
37;75;0;0;;
38;250;0;0;;
39;75;0;0;;
40;75;0;0;;
41;75;0;0;;
42;75;0;0;;
43;75;0;0;;
44;75;0;0;;
