oneShot
doNotDisturb
fun=15
energy=-4
#Frames
0;75;-1;0;;
1;75;-1;0;;
2;75;-1;0;;
3;75;-1;0;;
4;75;-1;0;;
5;75;-1;0;;
6;75;-1;0;;
7;75;-1;0;;
8;75;-1;0;;
9;75;-1;0;;
0;75;-1;0;;
1;75;-1;0;;
2;75;-1;0;;
3;75;-1;0;;
4;75;-1;0;;
5;75;-1;0;;
6;75;-1;0;;
7;75;-1;0;;
8;75;-1;0;;
9;75;-1;0;;
0;75;-1;0;;
1;75;-1;0;;
2;75;-1;0;;
3;75;-1;0;;
4;75;-1;0;;
5;75;-1;0;;
6;75;-1;0;;
7;75;-1;0;;
8;75;-1;0;;
9;75;-1;0;;
30;750;0;0;;
11;50;2;0;;
12;50;3;0;;
13;50;3;0;;
14;50;3;0;;
15;50;3;0;;
16;50;3;0;;
17;50;3;0;;
18;50;3;0;;
19;50;3;0;;
20;50;3;0;;
21;50;3;0;;
22;50;3;0;;
23;50;3;0;;
24;50;3;0;;
25;50;3;0;;
26;50;3;0;;
27;50;2;0;;
28;50;1;0;;
29;50;0;0;;
