fun=-10
energy=-10
oneShot
allowFlip
doNotDisturb
#Frames
0;50;0;0;annoyed_stop.wav;
1;50;0;0;;
2;50;0;0;;
3;450;0;0;;
4;75;0;0;;
5;75;0;0;;
6;75;0;0;;
5;75;0;0;;
6;75;0;0;;
4;75;0;0;;
4;75;0;0;;
5;75;0;0;;
6;75;0;0;;
7;75;0;0;;
8;75;0;0;;
9;75;0;0;;
10;75;0;0;;
11;3000;0;0;;
12;75;0;0;annoyed_mumble.wav;
12;75;0;0;;
14;75;0;0;;
11;75;0;0;;
14;75;0;0;;
13;75;0;0;;
14;75;0;0;;
11;75;0;0;;
12;75;0;0;;
13;75;0;0;;
11;75;0;0;;
11;75;0;0;;
12;75;0;0;;
13;75;0;0;;
13;75;0;0;;
11;75;0;0;;
13;75;0;0;;
13;75;0;0;;
12;75;0;0;;
11;75;0;0;;
14;75;0;0;;
13;75;0;0;;
13;75;0;0;;
11;75;0;0;;
13;75;0;0;;
13;75;0;0;;
12;75;0;0;;
11;75;0;0;;
12;75;0;0;;
12;75;0;0;;
14;75;0;0;;
13;75;0;0;;
11;75;0;0;;
11;75;0;0;;
12;75;0;0;;
13;75;0;0;;
13;75;0;0;;
11;75;0;0;;
13;75;0;0;;
13;75;0;0;;
12;75;0;0;;
11;2000;0;0;;
15;75;0;0;;
16;75;0;0;;
17;75;0;0;;
18;75;0;0;;
19;75;0;0;;
